shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag
SHP01583,China,Ghana,Machinery,520942,452,143012,Air,Shanghai,Lagos,25,On-Time,143813,Credit,21.94,1974.49,0.42,1
SHP01584,China,Egypt,Electronics,520942,2398,124090,Ship,Shanghai,Lagos,39,On-Time,124380,Credit,38.75,2014.52,0.02,0
SHP01585,China,Kenya,Machinery,100610,1647,136583,Road,Qingdao,Mombasa,21,On-Time,136299,Credit,54.47,1425.75,0.18,0
SHP01586,China,Kenya,Machinery,843890,1775,23477,Air,Beijing,Durban,8,On-Time,24215,Credit,50.67,2691.63,0.45,1
SHP01587,China,Kenya,Electronics,260300,2936,98566,Rail,Shanghai,Dar es Salaam,32,On-Time,97782,On Delivery,27.31,2687.92,0.14,0
SHP01588,China,Nigeria,Machinery,100610,2724,122255,Air,Shenzhen,Lagos,21,On-Time,122205,On Delivery,18.69,1783.42,0.11,0
SHP01589,China,Tanzania,Agricultural,843890,1150,20797,Road,Shanghai,Lagos,32,On-Time,20833,Prepaid,7.66,1692.33,0.07,0
SHP01590,China,Nigeria,Electronics,520942,4392,126754,Road,Beijing,Dar es Salaam,37,On-Time,126272,On Delivery,53.65,791.14,0.13,0
SHP01591,China,Tanzania,Agricultural,520942,1367,22084,Air,Guangzhou,Cairo,34,On-Time,21506,Prepaid,43.64,146.96,0.31,0
SHP01592,China,Nigeria,Machinery,260300,2662,35932,Air,Shanghai,Mombasa,4,On-Time,35742,Credit,59.94,765.84,0.16,0
SHP01593,China,Egypt,Minerals,847130,2978,70158,Rail,Qingdao,Mombasa,3,On-Time,69491,Credit,15.04,1647.71,0.07,0
SHP01594,China,Egypt,Textiles,847130,1215,30176,Ship,Qingdao,Tema,10,Delayed,31141,Credit,6.15,328.94,0.26,0
SHP01595,China,Egypt,Electronics,100610,2113,133807,Air,Shanghai,Lagos,29,Delayed,134488,On Delivery,51.59,1994.68,0.07,0
SHP01596,China,Egypt,Machinery,100610,1689,20169,Ship,Guangzhou,Dar es Salaam,33,On-Time,20037,Prepaid,2.81,2122.08,0.32,0
SHP01597,China,South Africa,Agricultural,847130,108,73354,Ship,Guangzhou,Lagos,19,Delayed,72655,Prepaid,58.11,789.48,0.35,0
SHP01598,China,Nigeria,Agricultural,100610,1973,114211,Road,Beijing,Addis Ababa,28,On-Time,115061,Prepaid,41.94,2230.29,0.46,1
SHP01599,China,Nigeria,Electronics,260300,4923,115951,Air,Shenzhen,Mombasa,14,On-Time,114962,Credit,56.35,1483.0,0.07,0
SHP01600,China,Ghana,Electronics,100610,1082,22716,Ship,Shanghai,Tema,39,On-Time,23556,Credit,67.56,1215.22,0.33,1
SHP01601,China,South Africa,Textiles,847130,4141,120131,Rail,Shanghai,Lagos,25,On-Time,120057,Prepaid,67.81,963.57,0.03,1
SHP01602,China,Ghana,Machinery,520942,283,96729,Rail,Qingdao,Cairo,6,On-Time,96518,Prepaid,53.04,2811.58,0.05,0
SHP01603,China,Ethiopia,Textiles,847130,2017,95352,Air,Shanghai,Mombasa,28,On-Time,96351,On Delivery,18.07,2395.67,0.22,0
SHP01604,China,Ethiopia,Textiles,847130,1725,146779,Ship,Shanghai,Durban,16,On-Time,147087,Credit,50.0,2606.05,0.2,0
SHP01605,China,Kenya,Electronics,843890,2491,133785,Air,Guangzhou,Durban,24,On-Time,133349,Credit,25.46,943.4,0.3,0
SHP01606,China,Nigeria,Textiles,520942,4911,108070,Ship,Shanghai,Mombasa,33,On-Time,107984,On Delivery,43.55,938.4,0.5,1
SHP01607,China,Tanzania,Electronics,843890,3119,103453,Air,Shenzhen,Cairo,25,On-Time,102851,Credit,51.71,811.28,0.23,0
SHP01608,China,Ghana,Textiles,260300,601,144558,Ship,Shanghai,Durban,10,Delayed,144267,Credit,5.15,2543.48,0.32,0
SHP01609,China,Kenya,Agricultural,100610,303,48336,Ship,Shenzhen,Cairo,9,Delayed,47345,Credit,9.69,1253.04,0.05,0
SHP01610,China,Kenya,Minerals,847130,3546,103704,Road,Qingdao,Dar es Salaam,26,On-Time,103032,Credit,27.24,2274.79,0.27,0
SHP01611,China,Ethiopia,Electronics,843890,134,49845,Rail,Shanghai,Mombasa,8,Delayed,49475,Prepaid,42.23,1770.18,0.35,0
SHP01612,China,Nigeria,Agricultural,847130,3350,27205,Air,Guangzhou,Durban,22,Delayed,27465,Credit,33.31,2453.41,0.26,0
SHP01613,China,Tanzania,Textiles,260300,368,20329,Air,Shanghai,Addis Ababa,22,Delayed,20928,On Delivery,21.79,1637.3,0.12,0
SHP01614,China,Ethiopia,Agricultural,520942,1652,56408,Ship,Shanghai,Addis Ababa,26,Delayed,56796,On Delivery,30.1,2275.43,0.2,0
SHP01615,China,Ethiopia,Electronics,520942,2531,105124,Air,Guangzhou,Dar es Salaam,12,On-Time,105698,Credit,37.28,1295.13,0.33,0
SHP01616,China,Tanzania,Machinery,847130,2289,94627,Air,Qingdao,Mombasa,16,On-Time,93703,Prepaid,61.05,716.91,0.05,0
SHP01617,China,Ethiopia,Machinery,843890,1162,22032,Air,Beijing,Durban,30,On-Time,21048,Prepaid,48.31,791.07,0.33,0
SHP01618,China,Ethiopia,Textiles,847130,2743,86098,Road,Shenzhen,Mombasa,5,On-Time,86290,On Delivery,31.17,2110.38,0.1,0
SHP01619,China,Ghana,Agricultural,520942,205,105965,Ship,Qingdao,Cairo,15,Delayed,105747,Credit,30.12,792.84,0.04,0
SHP01620,China,Ghana,Minerals,520942,2153,39142,Rail,Beijing,Cairo,6,On-Time,38449,Credit,18.6,1722.89,0.47,1
SHP01621,China,Ethiopia,Agricultural,260300,3942,94244,Ship,Shenzhen,Mombasa,25,Delayed,94800,Prepaid,55.41,1640.34,0.28,0
SHP01622,China,Ethiopia,Agricultural,847130,210,22809,Rail,Shenzhen,Cairo,16,On-Time,23365,Prepaid,22.62,2654.07,0.34,0
SHP01623,China,Ghana,Minerals,843890,3157,75069,Air,Beijing,Tema,24,Delayed,75266,Credit,66.5,1467.88,0.26,1
SHP01624,China,Kenya,Agricultural,843890,4828,143241,Road,Qingdao,Durban,4,Delayed,143251,Prepaid,28.69,526.46,0.2,0
SHP01625,China,Nigeria,Textiles,843890,334,29996,Ship,Shenzhen,Durban,38,On-Time,29523,Credit,16.31,213.09,0.29,0
SHP01626,China,Nigeria,Textiles,100610,1451,21829,Rail,Beijing,Cairo,17,Delayed,21549,Prepaid,68.04,255.62,0.45,1
SHP01627,China,South Africa,Electronics,100610,1107,35716,Rail,Shenzhen,Dar es Salaam,34,On-Time,36229,On Delivery,63.58,1521.58,0.3,0
SHP01628,China,Tanzania,Electronics,100610,1289,107454,Ship,Shenzhen,Addis Ababa,28,On-Time,106780,Credit,56.99,1446.42,0.23,0
SHP01629,China,Tanzania,Minerals,100610,4579,37664,Ship,Qingdao,Mombasa,18,On-Time,37883,On Delivery,39.05,2859.77,0.1,0
SHP01630,China,Egypt,Agricultural,100610,3678,126075,Air,Beijing,Addis Ababa,16,On-Time,126491,Prepaid,40.19,2583.49,0.41,1
SHP01631,China,Nigeria,Electronics,100610,4217,73206,Road,Shanghai,Durban,23,On-Time,73888,On Delivery,9.91,258.5,0.03,0
SHP01632,China,Tanzania,Agricultural,520942,348,82865,Ship,Qingdao,Cairo,5,On-Time,83327,On Delivery,8.37,2264.36,0.15,0
SHP01633,China,Nigeria,Machinery,843890,760,123992,Road,Guangzhou,Lagos,21,On-Time,124658,On Delivery,63.45,387.74,0.47,1
SHP01634,China,Ghana,Agricultural,847130,1519,121787,Rail,Shanghai,Lagos,16,On-Time,122764,On Delivery,18.68,2684.14,0.36,0
SHP01635,China,Nigeria,Textiles,260300,3284,45430,Air,Shanghai,Dar es Salaam,16,On-Time,44721,Credit,37.5,1587.41,0.48,1
SHP01636,China,Kenya,Machinery,520942,2247,48888,Rail,Shenzhen,Cairo,7,Delayed,48403,Credit,19.71,457.52,0.35,0
SHP01637,China,Ghana,Agricultural,843890,375,36668,Air,Beijing,Durban,18,On-Time,36380,Prepaid,66.57,2417.88,0.19,1
SHP01638,China,Ethiopia,Machinery,847130,3194,10316,Road,Qingdao,Tema,24,On-Time,10113,On Delivery,27.92,2711.16,0.13,0
SHP01639,China,Nigeria,Agricultural,847130,3094,68165,Air,Beijing,Dar es Salaam,27,On-Time,67250,Credit,55.33,967.5,0.03,0
SHP01640,China,Nigeria,Agricultural,843890,3089,95710,Rail,Shanghai,Mombasa,35,On-Time,95129,Credit,55.7,1807.54,0.29,0
SHP01641,China,Nigeria,Textiles,843890,4795,35161,Air,Qingdao,Cairo,34,On-Time,34572,On Delivery,30.16,2787.2,0.46,1
SHP01642,China,Egypt,Electronics,843890,4904,43135,Air,Shanghai,Cairo,13,On-Time,43860,Prepaid,27.61,1843.07,0.32,0
SHP01643,China,Ghana,Minerals,100610,3678,104152,Rail,Qingdao,Addis Ababa,3,Delayed,103269,On Delivery,36.07,2657.14,0.44,1
SHP01644,China,Tanzania,Machinery,100610,2171,50678,Air,Guangzhou,Tema,12,On-Time,51465,Prepaid,21.1,760.17,0.2,0
SHP01645,China,Kenya,Electronics,847130,1246,43785,Air,Shenzhen,Tema,31,Delayed,43346,Credit,5.22,509.72,0.23,0
SHP01646,China,Ethiopia,Agricultural,847130,1306,87747,Air,Guangzhou,Cairo,33,Delayed,87509,Prepaid,64.1,651.25,0.03,0
SHP01647,China,Tanzania,Textiles,260300,663,11563,Air,Qingdao,Tema,19,On-Time,12095,Credit,3.45,2653.02,0.38,0
SHP01648,China,Kenya,Machinery,520942,234,146456,Rail,Shenzhen,Tema,36,On-Time,145642,Credit,43.76,1604.63,0.12,0
SHP01649,China,Egypt,Minerals,260300,3083,121744,Rail,Guangzhou,Dar es Salaam,32,On-Time,121732,On Delivery,57.18,359.6,0.38,0
SHP01650,China,Tanzania,Machinery,260300,4538,75333,Road,Beijing,Dar es Salaam,28,On-Time,75116,Credit,21.07,2594.98,0.44,1
SHP01651,China,Ghana,Minerals,260300,1032,82670,Ship,Qingdao,Tema,31,On-Time,82841,On Delivery,13.81,2910.71,0.28,0
SHP01652,China,Kenya,Minerals,847130,4258,139598,Rail,Shanghai,Durban,24,On-Time,140220,On Delivery,11.66,1909.94,0.48,1
SHP01653,China,South Africa,Machinery,260300,4611,102079,Ship,Shanghai,Lagos,25,On-Time,101368,Credit,60.15,356.8,0.35,0
SHP01654,China,South Africa,Agricultural,847130,4862,96512,Ship,Qingdao,Tema,4,On-Time,97140,On Delivery,54.11,497.07,0.38,0
SHP01655,China,Kenya,Agricultural,100610,3597,19281,Air,Qingdao,Addis Ababa,20,Delayed,19997,Prepaid,14.69,2236.67,0.07,0
SHP01656,China,South Africa,Machinery,520942,4307,31558,Ship,Guangzhou,Tema,23,On-Time,30578,Credit,56.66,826.98,0.44,1
SHP01657,China,Ethiopia,Machinery,100610,586,22335,Rail,Shanghai,Cairo,15,On-Time,23281,Prepaid,54.15,1777.02,0.16,0
SHP01658,China,Ghana,Minerals,847130,2021,116872,Road,Shanghai,Lagos,19,On-Time,115886,Prepaid,4.43,735.97,0.07,0
SHP01659,China,South Africa,Agricultural,520942,4958,73340,Air,Beijing,Tema,3,On-Time,73052,Prepaid,36.29,2431.57,0.42,1
SHP01660,China,Tanzania,Agricultural,260300,3255,129296,Rail,Guangzhou,Durban,6,On-Time,129053,On Delivery,57.44,2606.18,0.32,0
SHP01661,China,Ghana,Minerals,100610,4810,79319,Road,Shenzhen,Tema,37,On-Time,79497,Prepaid,2.2,71.37,0.01,0
SHP01662,China,Kenya,Minerals,100610,543,134327,Ship,Qingdao,Durban,21,Delayed,133976,Prepaid,14.88,132.22,0.09,0
SHP01663,China,Tanzania,Electronics,843890,3144,7365,Rail,Guangzhou,Cairo,15,On-Time,7664,Credit,49.75,2138.01,0.06,0
SHP01664,China,Ethiopia,Minerals,520942,3229,114459,Air,Shanghai,Addis Ababa,32,On-Time,115359,Prepaid,59.47,2012.25,0.37,0
SHP01665,China,Kenya,Agricultural,520942,2924,12008,Ship,Qingdao,Durban,34,On-Time,11113,Credit,47.61,2991.63,0.39,0
SHP01666,China,Tanzania,Electronics,100610,3545,33887,Air,Qingdao,Addis Ababa,31,Delayed,33461,Credit,37.63,485.35,0.36,0
SHP01667,China,Egypt,Textiles,847130,2469,144333,Air,Shanghai,Tema,25,Delayed,143587,On Delivery,31.23,1677.63,0.41,1
SHP01668,China,Tanzania,Agricultural,100610,2814,15663,Rail,Guangzhou,Mombasa,23,On-Time,16630,On Delivery,22.7,2766.78,0.33,0
SHP01669,China,Nigeria,Textiles,847130,161,54334,Road,Beijing,Addis Ababa,23,Delayed,54148,Prepaid,24.77,2808.19,0.09,0
SHP01670,China,Tanzania,Minerals,520942,4872,68545,Road,Qingdao,Mombasa,32,Delayed,68162,On Delivery,69.94,2518.08,0.37,1
SHP01671,China,South Africa,Textiles,520942,2936,25998,Rail,Qingdao,Dar es Salaam,7,On-Time,25527,On Delivery,19.39,297.62,0.31,0
SHP01672,China,Ghana,Textiles,520942,1687,43734,Road,Shenzhen,Mombasa,22,On-Time,43891,Credit,23.03,2920.71,0.15,0
SHP01673,China,Nigeria,Minerals,843890,416,53415,Ship,Qingdao,Lagos,17,On-Time,52950,Prepaid,37.94,1073.6,0.4,0
SHP01674,China,Egypt,Agricultural,260300,425,129604,Road,Shanghai,Mombasa,3,On-Time,129497,On Delivery,34.34,1755.9,0.49,1
SHP01675,China,Tanzania,Electronics,260300,1358,99817,Rail,Qingdao,Cairo,23,On-Time,98964,On Delivery,32.63,1425.11,0.24,0
SHP01676,China,Ghana,Electronics,520942,2845,103746,Air,Guangzhou,Lagos,3,Delayed,103897,On Delivery,44.99,2569.62,0.25,0
SHP01677,China,Egypt,Machinery,843890,1757,61790,Air,Guangzhou,Lagos,35,On-Time,62713,Prepaid,31.77,1935.32,0.3,0
SHP01678,China,Ethiopia,Machinery,260300,1673,149866,Road,Guangzhou,Cairo,27,On-Time,149650,Credit,18.0,1384.28,0.25,0
SHP01679,China,Kenya,Machinery,520942,3612,28814,Ship,Shenzhen,Tema,28,On-Time,29615,Credit,37.58,292.39,0.21,0
SHP01680,China,Nigeria,Agricultural,843890,3429,147037,Road,Qingdao,Cairo,39,On-Time,147874,On Delivery,64.97,1811.91,0.11,0
SHP01681,China,South Africa,Electronics,260300,353,69057,Ship,Shanghai,Durban,20,Delayed,69043,Credit,4.79,1703.4,0.13,0
SHP01682,China,Ghana,Agricultural,100610,4399,134980,Rail,Shanghai,Lagos,25,On-Time,135961,Credit,68.59,891.59,0.44,1
SHP01683,China,Ghana,Machinery,520942,489,110646,Road,Shanghai,Tema,10,On-Time,110943,On Delivery,48.75,1698.87,0.05,0
SHP01684,China,South Africa,Machinery,260300,568,21652,Ship,Qingdao,Lagos,29,On-Time,22031,Prepaid,36.98,2114.64,0.45,1
SHP01685,China,Egypt,Agricultural,520942,3915,81757,Ship,Beijing,Tema,14,On-Time,81237,Prepaid,19.4,2255.36,0.19,0
SHP01686,China,Tanzania,Minerals,520942,2796,101171,Air,Shenzhen,Lagos,24,Delayed,101799,Prepaid,2.85,357.07,0.42,1
SHP01687,China,Ghana,Minerals,520942,2612,90237,Ship,Guangzhou,Tema,7,On-Time,91185,Prepaid,36.5,2741.88,0.48,1
SHP01688,China,Ghana,Machinery,847130,4054,38434,Ship,Guangzhou,Durban,25,On-Time,37620,Credit,39.05,1361.78,0.44,1
SHP01689,China,Ghana,Agricultural,260300,3361,109663,Road,Guangzhou,Addis Ababa,12,On-Time,109288,Prepaid,23.47,1164.53,0.32,0
SHP01690,China,Kenya,Minerals,260300,444,42739,Road,Guangzhou,Tema,4,On-Time,43599,Credit,49.13,2423.47,0.34,0
SHP01691,China,Egypt,Electronics,260300,4217,99430,Road,Shenzhen,Durban,22,On-Time,99699,Credit,28.33,1769.87,0.15,0
SHP01692,China,Ghana,Minerals,260300,3066,15246,Air,Beijing,Cairo,6,On-Time,15152,Credit,12.16,2880.24,0.03,0
SHP01693,China,Egypt,Minerals,260300,824,29935,Road,Shenzhen,Durban,8,Delayed,30189,Credit,39.13,216.66,0.28,0
SHP01694,China,Ghana,Machinery,847130,2949,71470,Rail,Beijing,Addis Ababa,5,On-Time,70868,On Delivery,7.32,324.0,0.07,0
SHP01695,China,Nigeria,Minerals,260300,1555,141435,Rail,Qingdao,Dar es Salaam,7,On-Time,141023,Credit,67.25,990.76,0.44,1
SHP01696,China,Ghana,Electronics,843890,3907,69512,Ship,Shenzhen,Addis Ababa,11,On-Time,69642,On Delivery,63.83,2747.2,0.17,0
SHP01697,China,Nigeria,Textiles,847130,2947,112535,Rail,Shanghai,Mombasa,31,On-Time,111668,Prepaid,5.64,2248.6,0.29,0
SHP01698,China,Egypt,Agricultural,520942,508,119005,Air,Shanghai,Addis Ababa,5,On-Time,118165,Prepaid,24.7,2272.25,0.28,0
SHP01699,China,Tanzania,Textiles,520942,4577,122771,Rail,Beijing,Addis Ababa,5,On-Time,121985,Prepaid,15.67,1872.41,0.19,0
SHP01700,China,Nigeria,Minerals,520942,988,107605,Road,Shanghai,Mombasa,5,On-Time,107159,Prepaid,28.63,2949.81,0.41,1
SHP01701,China,Tanzania,Textiles,520942,422,142022,Road,Shanghai,Cairo,20,On-Time,141723,On Delivery,53.35,2249.83,0.26,0
SHP01702,China,Nigeria,Electronics,100610,3964,77123,Rail,Guangzhou,Addis Ababa,35,On-Time,76533,On Delivery,40.16,2857.14,0.4,0
SHP01703,China,Nigeria,Textiles,100610,3706,92154,Rail,Shanghai,Cairo,20,On-Time,92692,Prepaid,68.44,2591.01,0.17,1
SHP01704,China,Nigeria,Electronics,843890,4995,127668,Road,Guangzhou,Tema,24,On-Time,128126,Credit,34.15,2761.81,0.36,0
SHP01705,China,Kenya,Machinery,847130,1903,87673,Ship,Shenzhen,Mombasa,11,On-Time,86854,On Delivery,41.29,1878.64,0.04,0
SHP01706,China,South Africa,Minerals,847130,3657,130019,Air,Guangzhou,Durban,21,On-Time,129135,On Delivery,43.43,1650.01,0.14,0
SHP01707,China,Tanzania,Minerals,520942,2871,60090,Rail,Qingdao,Dar es Salaam,37,On-Time,61028,On Delivery,25.15,1022.99,0.45,1
SHP01708,China,Ethiopia,Agricultural,520942,3595,136935,Rail,Qingdao,Mombasa,23,On-Time,137360,Prepaid,68.59,2392.73,0.16,1
SHP01709,China,Ethiopia,Minerals,520942,493,94379,Road,Qingdao,Cairo,3,On-Time,94188,Credit,14.24,337.6,0.36,0
SHP01710,China,Tanzania,Agricultural,260300,2136,21285,Air,Guangzhou,Lagos,9,Delayed,20974,Credit,6.75,1421.74,0.4,0
SHP01711,China,Nigeria,Electronics,847130,4031,66683,Road,Shanghai,Durban,13,On-Time,65872,On Delivery,12.07,1005.92,0.26,0
SHP01712,China,Ethiopia,Minerals,847130,4975,94170,Rail,Shanghai,Cairo,26,On-Time,95123,Prepaid,44.77,956.69,0.12,0
SHP01713,China,Ghana,Minerals,520942,1298,71538,Road,Qingdao,Addis Ababa,30,On-Time,71370,Prepaid,43.66,307.14,0.3,0
SHP01714,China,Egypt,Machinery,847130,1667,65985,Air,Guangzhou,Dar es Salaam,23,On-Time,66139,Credit,45.92,89.65,0.02,0
SHP01715,China,Nigeria,Electronics,847130,3650,125648,Ship,Shanghai,Durban,34,On-Time,126415,On Delivery,34.89,418.39,0.34,0
SHP01716,China,Egypt,Electronics,843890,332,102799,Ship,Qingdao,Cairo,11,On-Time,101992,Credit,6.82,1178.13,0.09,0
SHP01717,China,Egypt,Electronics,100610,4946,134926,Air,Shanghai,Mombasa,5,On-Time,134739,Prepaid,25.05,1844.02,0.43,1
SHP01718,China,Ethiopia,Minerals,260300,87,109294,Rail,Shanghai,Lagos,28,On-Time,110257,Prepaid,4.1,1818.56,0.25,0
SHP01719,China,Nigeria,Minerals,847130,4528,129291,Rail,Guangzhou,Mombasa,23,Delayed,128917,Credit,42.86,1314.96,0.41,1
SHP01720,China,Egypt,Textiles,847130,4274,138148,Rail,Shenzhen,Addis Ababa,25,On-Time,137839,On Delivery,5.54,2718.8,0.1,0
SHP01721,China,South Africa,Electronics,520942,4791,35284,Ship,Guangzhou,Durban,14,Delayed,36147,Credit,56.69,489.04,0.15,0
SHP01722,China,Ghana,Machinery,520942,1721,20015,Ship,Guangzhou,Addis Ababa,35,On-Time,20043,Credit,53.74,209.71,0.02,0
SHP01723,China,Ethiopia,Electronics,843890,4794,139718,Air,Guangzhou,Addis Ababa,34,On-Time,139342,Credit,43.76,1529.46,0.5,1
SHP01724,China,Kenya,Minerals,520942,2852,29119,Rail,Shenzhen,Lagos,11,On-Time,28680,Credit,1.84,2035.23,0.28,1
SHP01725,China,Egypt,Minerals,520942,2799,120278,Road,Guangzhou,Mombasa,27,On-Time,121262,Credit,34.74,2355.4,0.25,0
SHP01726,China,Ethiopia,Electronics,100610,3001,35011,Ship,Qingdao,Tema,19,Delayed,35587,On Delivery,43.62,2931.68,0.06,0
SHP01727,China,Ethiopia,Textiles,843890,1418,52452,Ship,Shanghai,Addis Ababa,13,Delayed,52297,Prepaid,43.91,1591.12,0.38,0
SHP01728,China,Ethiopia,Minerals,100610,1365,148375,Ship,Shenzhen,Cairo,16,On-Time,149271,Prepaid,7.71,344.72,0.03,0
SHP01729,China,Tanzania,Textiles,843890,560,111918,Rail,Beijing,Tema,3,On-Time,111876,On Delivery,47.25,2336.77,0.39,0
SHP01730,China,South Africa,Minerals,847130,850,142181,Ship,Beijing,Durban,6,On-Time,141608,On Delivery,69.33,1900.02,0.13,1
SHP01731,China,Nigeria,Agricultural,843890,3348,140542,Ship,Beijing,Durban,31,On-Time,139862,On Delivery,13.05,2374.94,0.33,0
SHP01732,China,Nigeria,Agricultural,100610,1671,88481,Ship,Shanghai,Durban,28,Delayed,87575,Prepaid,49.94,992.49,0.2,0
SHP01733,China,Egypt,Agricultural,520942,3794,7118,Rail,Qingdao,Cairo,26,On-Time,7517,On Delivery,28.16,1466.0,0.5,1
SHP01734,China,Egypt,Machinery,847130,1621,88443,Rail,Qingdao,Durban,30,On-Time,87702,Credit,42.46,2341.6,0.18,0
SHP01735,China,Tanzania,Minerals,847130,3743,87018,Road,Shenzhen,Durban,12,On-Time,87670,Prepaid,62.41,633.43,0.49,1
SHP01736,China,Egypt,Minerals,520942,322,125026,Rail,Guangzhou,Mombasa,20,On-Time,125381,Prepaid,27.73,2832.95,0.3,0
SHP01737,China,Kenya,Textiles,843890,1600,25910,Ship,Guangzhou,Mombasa,36,Delayed,25101,Credit,67.17,521.33,0.36,1
SHP01738,China,Ethiopia,Electronics,847130,185,109213,Ship,Guangzhou,Dar es Salaam,9,On-Time,109778,Credit,27.19,1388.69,0.02,0
SHP01739,China,Kenya,Machinery,847130,1608,19012,Rail,Guangzhou,Tema,12,On-Time,19498,On Delivery,62.74,2898.46,0.44,1
SHP01740,China,South Africa,Electronics,100610,4423,114383,Rail,Shanghai,Mombasa,25,On-Time,114474,Prepaid,20.17,1737.03,0.35,0
SHP01741,China,Ghana,Electronics,843890,2194,53465,Rail,Shenzhen,Lagos,35,On-Time,52812,Credit,58.41,1229.4,0.35,0
SHP01742,China,Ghana,Minerals,100610,1092,35750,Rail,Shenzhen,Addis Ababa,15,On-Time,35586,On Delivery,59.44,2836.37,0.43,1
SHP01743,China,Kenya,Textiles,260300,2601,139363,Ship,Qingdao,Dar es Salaam,39,On-Time,139331,On Delivery,64.26,2725.85,0.12,0
SHP01744,China,Nigeria,Machinery,260300,592,112187,Rail,Qingdao,Dar es Salaam,4,Delayed,112498,Prepaid,55.63,1434.45,0.39,0
SHP01745,China,Ghana,Electronics,520942,4549,20624,Road,Qingdao,Lagos,10,On-Time,19849,On Delivery,58.39,1069.57,0.15,0
SHP01746,China,Ethiopia,Agricultural,847130,1292,15108,Air,Guangzhou,Lagos,37,On-Time,15500,Credit,12.82,2806.51,0.44,1
SHP01747,China,Egypt,Machinery,100610,2981,120106,Ship,Shenzhen,Dar es Salaam,8,On-Time,120977,Prepaid,2.51,2245.42,0.05,0
SHP01748,China,Egypt,Electronics,260300,2496,53951,Ship,Qingdao,Addis Ababa,30,On-Time,53490,On Delivery,61.7,2047.21,0.28,0
SHP01749,China,Nigeria,Electronics,520942,2660,100024,Rail,Beijing,Tema,27,On-Time,100472,Prepaid,58.18,1083.55,0.3,0
SHP01750,China,South Africa,Textiles,100610,2550,19718,Ship,Beijing,Mombasa,16,On-Time,19034,Prepaid,38.0,1914.69,0.16,0
SHP01751,China,Ghana,Electronics,847130,2852,116145,Road,Guangzhou,Mombasa,7,On-Time,115183,On Delivery,68.58,1966.51,0.44,1
SHP01752,China,South Africa,Minerals,260300,4693,22533,Rail,Guangzhou,Mombasa,14,On-Time,23375,Prepaid,1.59,2560.19,0.36,1
SHP01753,China,South Africa,Textiles,100610,707,129540,Air,Shenzhen,Mombasa,31,On-Time,129524,Credit,47.1,798.95,0.29,0
SHP01754,China,Kenya,Textiles,520942,3131,125484,Air,Shanghai,Mombasa,35,On-Time,125121,Prepaid,45.75,2957.99,0.03,0
SHP01755,China,South Africa,Agricultural,520942,3269,119441,Road,Shanghai,Addis Ababa,27,On-Time,120216,Credit,26.71,1129.89,0.49,1
SHP01756,China,Ethiopia,Electronics,100610,4847,32525,Air,Shanghai,Addis Ababa,39,Delayed,31902,Prepaid,36.5,465.25,0.31,1
SHP01757,China,South Africa,Electronics,843890,3418,61539,Rail,Guangzhou,Dar es Salaam,3,Delayed,61791,Prepaid,49.11,928.64,0.44,1
SHP01758,China,Ghana,Electronics,847130,4992,91437,Ship,Qingdao,Lagos,24,On-Time,91638,Prepaid,22.09,453.27,0.12,0
SHP01759,China,Kenya,Textiles,520942,111,14457,Ship,Beijing,Dar es Salaam,5,Delayed,15083,Prepaid,53.71,2970.38,0.39,0
SHP01760,China,Nigeria,Electronics,260300,1703,73038,Ship,Shanghai,Tema,8,On-Time,73062,Prepaid,10.86,1656.23,0.31,0
SHP01761,China,Kenya,Agricultural,520942,4810,18149,Air,Qingdao,Mombasa,31,Delayed,18725,Credit,48.18,1051.6,0.11,0
SHP01762,China,South Africa,Minerals,100610,4839,69967,Road,Shenzhen,Addis Ababa,17,On-Time,70221,Credit,59.94,663.15,0.04,0
SHP01763,China,Ghana,Textiles,260300,3009,39626,Road,Guangzhou,Durban,32,On-Time,39364,Prepaid,59.04,1747.43,0.17,0
SHP01764,China,Nigeria,Minerals,843890,773,136809,Air,Shenzhen,Durban,22,Delayed,136148,Credit,44.42,2464.88,0.26,0
SHP01765,China,Tanzania,Textiles,843890,476,61298,Ship,Guangzhou,Cairo,14,On-Time,62280,Prepaid,49.82,2811.34,0.12,0
SHP01766,China,Egypt,Electronics,260300,1006,113197,Ship,Guangzhou,Mombasa,26,On-Time,113129,On Delivery,12.3,1551.44,0.4,0
SHP01767,China,Kenya,Machinery,100610,2175,28412,Ship,Shenzhen,Mombasa,18,Delayed,29130,Credit,44.88,2672.33,0.18,0
SHP01768,China,South Africa,Textiles,847130,812,126988,Ship,Shanghai,Durban,38,On-Time,126901,Prepaid,58.25,2941.77,0.17,0
